Periodic_Payment,Interest_Rate,Periods,Compounding_Frequency
3350.398540785556,0.03843066019168144,29,annual
2091.287609697868,0.013724841858974296,28,semi-annual
2483.411196871555,0.020451870437024414,16,monthly
1788.2171207425586,0.020547483514230656,27,annual
2839.4235350240297,0.03830834261348477,18,annual
1178.4492050164563,0.012064931602483222,25,monthly
4199.183538282472,0.02379924567168417,26,semi-annual
1307.825787946531,0.02705491707295435,17,annual
3075.340595326104,0.012931711870407621,29,quarterly
2227.2403981807847,0.028336061530891715,23,monthly
3310.171795325502,0.031256309037514474,2,semi-annual
4837.7333633337,0.04883274212220626,2,quarterly
3582.2809778240153,0.04494072723343597,17,semi-annual
1141.4497430219637,0.04722212754704708,26,annual
2721.609758032245,0.0208291987324846,13,annual
3040.067409273001,0.016006689592833908,26,semi-annual
3144.709978813808,0.03553969456043186,28,semi-annual
3725.5700424153515,0.01806099535072221,13,monthly
2110.3843909270645,0.03345928345074388,5,semi-annual
1515.4422618652807,0.01782899338736776,22,monthly
2570.7027061883773,0.012605761059188257,12,quarterly
4825.622891183795,0.027956967925188703,5,semi-annual
1748.523567003379,0.03545799218647478,5,annual
4615.935819712948,0.013765386630096828,4,monthly
3175.2238003093053,0.031988721791066176,8,annual
2827.6456865830633,0.027473395425277818,18,monthly
4528.165640919558,0.02020967570182907,7,annual
2834.415847074343,0.016875115324462286,22,quarterly
3896.670546446173,0.019373037986862254,21,semi-annual
2596.101286812408,0.045864461791021514,2,annual
4616.177571603831,0.011274818008336292,19,monthly
3760.1000807649093,0.015899380288913183,11,annual
3798.488217002067,0.03072679480005612,10,annual
2310.881606228476,0.03730563664344814,5,annual
4027.114570947557,0.026412787461073284,11,semi-annual
3544.244221788565,0.019614313325138612,14,semi-annual
1960.0810935188383,0.02097389719934225,21,annual
1642.1552899410258,0.03597594453779708,11,monthly
4185.565898069327,0.03851607269858991,23,monthly
4836.66641214089,0.048811425703376175,7,annual
2832.5553090401713,0.03814031238005827,1,semi-annual
3363.9366612947397,0.026876618623530753,18,monthly
4430.890576774218,0.019821580623702397,5,annual
2828.893813415428,0.031385550660246946,6,quarterly
4807.497907330944,0.0390626476505563,9,annual
3303.00464817949,0.014663680847794543,16,annual
4283.06848280526,0.012392367801332323,23,annual
4635.374873650953,0.01896632979825067,18,semi-annual
4262.095275074275,0.026769892807825706,19,annual
1637.6578537958237,0.03668697669604439,17,annual
3515.5937562468016,0.010365745081378228,14,annual
2593.737034478708,0.031542250763520366,25,monthly
1250.8518080933827,0.021634986991999984,2,semi-annual
2696.129007559368,0.02340062016707168,17,semi-annual
2034.7362675576308,0.027329197834449155,10,monthly
4396.153233714043,0.02840099163585342,16,semi-annual
1133.2185061867847,0.02607122190310055,9,semi-annual
4835.930887453895,0.013495723333957472,22,monthly
2421.4753938877184,0.01636574840381193,28,monthly
2426.827561610172,0.02973437478795206,29,annual
1065.3140107348315,0.02546227131448329,9,monthly
1740.9293009447356,0.04986806711485855,29,monthly
2605.038003214435,0.04078478015147622,8,quarterly
4717.165669210855,0.03331405072364772,6,quarterly
1398.4597208850853,0.03191340232587702,27,quarterly
4781.206133916318,0.0119998396564328,22,monthly
4477.954122186529,0.03706926131815215,5,annual
2816.649587630207,0.032617207001627,6,quarterly
2306.80352707304,0.030636006269807538,21,annual
1930.9765171162276,0.040657787212297965,4,quarterly
3457.8588259074972,0.04131961591506398,7,semi-annual
1132.2983659020224,0.018667626098869326,25,semi-annual
1062.4242577873129,0.01738596865007398,23,monthly
2715.1828899929515,0.03638666146575017,13,quarterly
1272.2962958988808,0.02323209397002364,15,quarterly
2007.7639529843716,0.028191166125817534,27,monthly
1884.6436613843352,0.011775093067950064,20,annual
2012.7647748914078,0.02691755764910323,25,quarterly
1524.220924861031,0.04767395881387004,29,semi-annual
1048.1448915906171,0.0375067438459716,26,quarterly
1461.9371885549922,0.04277621990813213,29,monthly
3473.9210380509917,0.035100988571775224,14,semi-annual
4897.024851272201,0.03340433641216089,4,quarterly
4961.380006243576,0.04883419818505628,1,quarterly
2636.2163814922465,0.029588555131830743,24,quarterly
1651.8177041864215,0.0416120785201464,3,annual
3555.0470294661172,0.019256438444995604,24,monthly
2961.2213861949485,0.01407844538440645,9,annual
4957.639109137726,0.017253079683406225,22,quarterly
1261.2168286071208,0.023692164674882867,8,annual
4132.937753255253,0.028427314221322754,7,quarterly
2153.5939893259756,0.0455754814985698,26,annual
1965.6744803062961,0.033705021250145316,7,monthly
3650.018286130704,0.03570440371032588,1,quarterly
1984.252739963858,0.025397961872056014,14,quarterly
3663.4364702367507,0.036784797544885964,14,annual
3069.234068809155,0.026164637830893282,11,monthly
2696.355953743397,0.03432276460337146,22,quarterly
3218.751234645676,0.03143240019113002,24,annual
2148.206079678519,0.022316261682184733,26,quarterly
3826.2988250919157,0.013344099175669314,13,monthly
2659.427477334256,0.014904156843970036,14,quarterly
2442.1822419435694,0.032996225833690655,22,quarterly
4314.627658222951,0.01292445712068226,14,quarterly
4699.867647812769,0.028122222742372277,4,quarterly
1184.0292435491876,0.045962437501678964,14,monthly
1930.507971319062,0.03330556295883401,18,quarterly
2394.077477970253,0.04906651837354363,6,annual
4259.865917480989,0.02151523291461769,18,semi-annual
4941.96571057319,0.035996537339140454,13,quarterly
4875.886818681407,0.047390195823816275,14,semi-annual
4619.793382199708,0.023976170106211316,8,semi-annual
2186.22506025612,0.0313432219019259,27,semi-annual
4968.044973657897,0.04388713884543427,5,annual
1997.680164225805,0.02325338739832848,14,monthly
1423.6246195289289,0.010358141488200636,18,monthly
4803.810444221576,0.04960902073776476,20,monthly
1933.6810218723854,0.02624490306361573,5,semi-annual
3759.073060311002,0.014378999890369618,8,quarterly
1233.4254359223546,0.03944109869568262,20,monthly
3922.8363965099047,0.023002379832348215,3,semi-annual
4526.880849335359,0.01673826923694055,13,quarterly
2089.74758186385,0.014739620655869414,5,monthly
2516.227584309714,0.03790294459532933,23,quarterly
2497.184733283664,0.049730488589752375,18,annual
3995.1530301605326,0.025676587288769738,24,semi-annual
1951.2289701561554,0.040549544329977816,9,annual
1687.412396190572,0.036169612800152406,27,quarterly
2797.1665947509523,0.02683846037460068,4,semi-annual
2217.873629509278,0.011957357624189417,9,quarterly
4356.756489034609,0.026377158174901577,26,quarterly
1950.967304062555,0.011170627358117767,13,quarterly
3009.557829957046,0.04808966575831254,28,monthly
4770.3343987917215,0.026375528321969155,28,annual
3535.990790978643,0.033169607493160023,14,monthly
4469.157621849859,0.0476293952026583,23,annual
4760.838757419069,0.03304098459380382,11,semi-annual
4003.0594475454077,0.01689315711454704,24,semi-annual
3798.3002408990055,0.04806454315466998,16,monthly
4871.862266416909,0.017517594815576118,28,monthly
4977.603158590718,0.01512584574078384,26,annual
2807.2867306790386,0.02449805751016051,4,annual
1283.4791127368335,0.027394033441023438,19,monthly
2171.1761257620756,0.04909490024428728,1,annual
1609.418822750922,0.03216219652975896,29,quarterly
2669.9454991840475,0.0422336240618292,4,monthly
1525.1573138930241,0.04075934924085394,22,quarterly
3416.471216083528,0.02608904989631515,10,monthly
2531.2322366314165,0.012985969464984756,28,semi-annual
4581.54353715284,0.014789249195508876,28,monthly
4871.178687194008,0.0497086908423687,16,semi-annual
3187.5396066776884,0.0443978105243267,5,semi-annual
2099.2942794703863,0.023828730412587394,19,quarterly
3368.921675047347,0.04331121133735428,7,semi-annual
4587.0446328976395,0.045994695435034136,14,quarterly
2626.933383342993,0.046935803790529106,19,quarterly
3208.3131067678833,0.04500823968895893,12,annual
2086.6110704245834,0.01744879600353677,9,semi-annual
2821.776597800108,0.04173860185266711,26,annual
2606.8541415183945,0.012225406302763763,18,quarterly
1993.653860331884,0.04226108184867509,20,quarterly
3023.465535301233,0.03307634792657672,17,semi-annual
2241.523303919246,0.03939745020234582,21,quarterly
2492.13945552299,0.03198822246676481,18,monthly
3099.881769017057,0.03390075972097352,14,semi-annual
4002.38009171595,0.011480854958882465,1,annual
2334.0298631651012,0.011258231180122915,19,quarterly
4696.635066483054,0.04248522415559214,6,semi-annual
4449.27418734361,0.021642254695149576,21,semi-annual
1194.7611839021142,0.04228857034274379,10,annual
2014.570097027291,0.03814016492518646,21,annual
2784.5420506368077,0.03259790658860732,8,monthly
1418.5115549698962,0.014198437379012536,8,quarterly
2393.9039561339882,0.012641696163277212,29,semi-annual
3960.39010247073,0.02535925956615373,8,annual
3722.0579245713034,0.047010075806888464,15,semi-annual
3489.5377142640195,0.01905053260484701,7,annual
3842.1136108893825,0.026889629916775147,9,annual
1819.694747838807,0.035667511830867867,16,semi-annual
2366.7924594589285,0.029868074371130156,7,quarterly
3704.9699291098514,0.011003838160506537,6,semi-annual
4516.939052125308,0.03781146019066769,7,annual
3174.712215312381,0.0467363069805003,24,quarterly
2130.7986037821465,0.033987771927335285,23,semi-annual
1120.9410320239303,0.03321650732658524,19,monthly
3841.3473158968536,0.04341192966580976,29,annual
1031.5364140337615,0.04331353614531446,12,annual
2490.716279283982,0.01747026111076123,9,semi-annual
3122.1488582511274,0.02689196588587644,8,annual
4688.445847068772,0.042770791280674084,4,monthly
1357.9781801316003,0.03939335867437675,19,semi-annual
2623.769287873135,0.043775521382804695,17,semi-annual
1097.2527988406312,0.015177732356729643,16,annual
2370.4439373663613,0.02757868244038867,12,quarterly
3488.9242353591794,0.038358128698387076,19,annual
2116.2717929143937,0.039206450176468885,5,quarterly
1838.9997986225403,0.012872196701293453,25,monthly
1462.8129333083746,0.0384776142603929,28,semi-annual
3308.5609760813672,0.035049138368171584,21,quarterly
3781.0800236187442,0.023956523149285154,2,monthly
3687.8285623832894,0.02216434396694824,8,monthly
4795.44408288203,0.011160373987800773,20,annual
1010.8128555740108,0.02567959258555396,12,annual
3588.786615576144,0.02227980430553201,7,semi-annual
3401.568948390558,0.027260054846726132,1,monthly
3354.9584398811526,0.03834982465770388,6,quarterly
4851.081279360969,0.015819276318194523,14,monthly
1067.4866934801587,0.02919849727405989,8,annual
3785.9297228058003,0.04171413153132962,21,semi-annual
4254.7145988074535,0.01994538362901938,20,quarterly
3039.2287864863365,0.04454737542124196,5,monthly
2335.859478387237,0.0473183785596053,22,quarterly
4163.36065290962,0.014513584363340644,29,semi-annual
1388.9717025296986,0.014628019776966142,18,semi-annual
2768.142550919701,0.03580807985114044,25,quarterly
3079.8094982833527,0.030687599546766434,7,semi-annual
3775.82564373819,0.04614310296120917,12,annual
1363.5429281296379,0.04207807621030667,22,quarterly
1911.0380061514438,0.03007570247296963,20,quarterly
2641.2062507605024,0.012747620355051868,2,quarterly
3493.1786920805225,0.013954819135985704,13,quarterly
4547.843124869671,0.027939640433729325,8,annual
3475.304672965506,0.022182864759734168,16,monthly
1533.8458837397377,0.04772517718293572,15,monthly
4922.320531149129,0.03663383289086228,20,quarterly
4487.142939021972,0.020821223168176382,9,quarterly
3010.8830445812964,0.024278344893792117,5,quarterly
4689.3919271865325,0.013231308796510827,14,quarterly
3165.523175028543,0.019987521779849853,29,annual
4693.224271556653,0.022750856016417978,9,monthly
4319.589474413373,0.03567793378183169,27,semi-annual
4873.145641177189,0.016902149387567098,10,monthly
4679.1312431126335,0.037087347977045396,19,monthly
1144.135269714278,0.014705974230759105,21,annual
1699.0880166437598,0.0457650444278134,27,monthly
2556.5387084047434,0.03505746230085699,25,semi-annual
4808.570789181684,0.03309890480356778,19,semi-annual
2200.1156779037183,0.017490867590788016,8,quarterly
1641.8705755504043,0.03963482602775349,8,quarterly
4545.218664346239,0.019442086475263097,28,quarterly
2785.5776619328117,0.04192172883919983,12,monthly
4631.502377417304,0.04115818348633577,6,semi-annual
